_id,INTERSECTION_ID,LINEAR_NAME_FULL_1,LINEAR_NAME_FULL_2,MI_PRINX,OBJECTID,ID,CLIENT_STREET_1,CLIENT_STREET_2,RLC,TCS,NAME,ADDITIONAL_INFO,MAIN,SIDE1,SIDE2,MID_BLOCK,PRIVATE_ACCESS,DISTRICT,WARD_1,WARD_2,WARD_3,WARD_4,POLICE_DIVISION_1,POLICE_DIVISION_2,POLICE_DIVISION_3,ACTIVATION_DATE,geometry,geo_coordinates
237,13445452.0,Bayview Ave,Finch Ave E,237,237,237,BAYVIEW AVE,FINCH AVE E,6254,650,Bayview Ave And Finch Ave E,,BAYVIEW AVE,FINCH AVE E,,,,North York,Willowdale(18),Don Valley North(17),,,33,32.0,,2022-08-19T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3921470048099, 43.7850049957481]]}","(-79.3921470048099, 43.7850049957481)"
238,,,,238,238,238,O CONNOR DR,PAPE AVE,6255,442,O Connor Dr And Pape Ave,,O CONNOR DR,PAPE AVE,,,,Toronto and East York,Toronto-Danforth(14),,,,54,,,2022-03-17T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3502909970486, 43.6932410046036]]}","(-79.3502909970486, 43.6932410046036)"
239,13442843.0,Meadowvale Rd,Dean Park Rd,239,239,239,MEADOWVALE RD,DEAN PARK RD,6256,1499,Meadowvale Rd And Dean Park Rd / Generation Blvd,,MEADOWVALE RD,DEAN PARK RD,GENERATION BLVD,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2022-03-30T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.1687879979813, 43.8042250062252]]}","(-79.1687879979813, 43.8042250062252)"
240,13445039.0,Ellesmere Rd,Morningside Ave,240,240,240,ELLESMERE RD,MORNINGSIDE AVE,6257,719,Ellesmere Rd And Morningside Ave,,ELLESMERE RD,MORNINGSIDE AVE,,,,Scarborough,Scarborough-Guildwood(24),Scarborough-Rouge Park(25),,,43,,,2022-12-21T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.1933420001643, 43.7853440023859]]}","(-79.1933420001643, 43.7853440023859)"
241,13441833.0,McCowan Rd,Alton Towers Crcl,241,241,241,MCCOWAN RD,ALTON TOWERS CRCL,6258,1539,Mccowan Rd And Alton Towers Crcl,NORTH INTERSECTION,MCCOWAN RD,ALTON TOWERS CRCL,,,,Scarborough,Scarborough North(23),,,,42,,,2022-07-28T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2759079992736, 43.8268960015146]]}","(-79.2759079992736, 43.8268960015146)"
242,13449213.0,Islington Ave,Millwick Dr,242,242,242,ISLINGTON AVE,MILLWICK DR,6259,1199,Islington Ave And Millwick Dr / Muir Ave,,ISLINGTON AVE,MILLWICK DR,MUIR AVE,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2022-08-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5718189909664, 43.7600270034727]]}","(-79.5718189909664, 43.7600270034727)"
243,13456330.0,Pharmacy Ave,St Clair Ave E,243,243,243,PHARMACY AVE,ST CLAIR AVE E,6260,472,Pharmacy Ave And St Clair Ave E,,PHARMACY AVE,ST CLAIR AVE E,,,,Scarborough,Scarborough Southwest(20),,,,41,,,2022-08-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2909300110199, 43.7098510040155]]}","(-79.2909300110199, 43.7098510040155)"
244,13444177.0,Yonge St,Athabaska Ave,244,244,244,YONGE ST,ATHABASKA AVE,6261,1381,Yonge St And Athabaska Ave / Private Access @ Centrepoint Mall,,YONGE ST,ATHABASKA AVE,PRIVATE ACCESS,,CENTREPOINT MALL,North York,Willowdale(18),,,,32,,,2022-08-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4194219960239, 43.7954760024605]]}","(-79.4194219960239, 43.7954760024605)"
245,13446506.0,McCowan Rd,Bushby Dr,245,245,245,MCCOWAN RD,BUSHBY DR,6262,1356,Mccowan Rd And Bushby Dr / Town Centre Crt,,MCCOWAN RD,BUSHBY DR,TOWN CENTRE CRT,,,Scarborough,Scarborough Centre(21),Scarborough-Guildwood(24),,,43,,,2022-08-28T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2522389937723, 43.7745740093732]]}","(-79.2522389937723, 43.7745740093732)"
246,13447597.0,Yonge St,Empress Ave,246,246,246,YONGE ST,EMPRESS AVE,6263,126,Yonge St And Empress Ave / Park Home Ave,,YONGE ST,EMPRESS AVE,PARK HOME AVE,,,North York,Willowdale(18),,,,32,,,2022-08-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4129040055659, 43.7692740069647]]}","(-79.4129040055659, 43.7692740069647)"
247,13445257.0,Warden Ave,Huntingwood Dr,247,247,247,WARDEN AVE,HUNTINGWOOD DR,6264,871,Warden Ave And Huntingwood Dr,,WARDEN AVE,HUNTINGWOOD DR,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-03-17T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3109519999502, 43.7854770033652]]}","(-79.3109519999502, 43.7854770033652)"
248,13450484.0,Lawrence Ave E,Birchmount Rd,248,248,248,LAWRENCE AVE E,BIRCHMOUNT RD,6265,410,Lawrence Ave E And Birchmount Rd,,LAWRENCE AVE E,BIRCHMOUNT RD,,,,Scarborough,Scarborough Centre(21),,,,41,,,2022-07-28T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2848360045755, 43.7475180081847]]}","(-79.2848360045755, 43.7475180081847)"
249,13467463.0,Bloor St W,Royal York Rd,249,249,249,BLOOR ST W,ROYAL YORK RD,6266,338,Bloor St W And Royal York Rd,,BLOOR ST W,ROYAL YORK RD,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2022-05-20T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5113630013473, 43.6473619977117]]}","(-79.5113630013473, 43.6473619977117)"
250,13462655.0,Eglinton Ave W,Kipling Ave,250,250,250,EGLINTON AVE W,KIPLING AVE,6267,729,Eglinton Ave W And Kipling Ave,,EGLINTON AVE W,KIPLING AVE,,,,Etobicoke York,Etobicoke Centre(2),,,,23,22.0,,2022-06-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5508909949966, 43.677178001683]]}","(-79.5508909949966, 43.677178001683)"
251,13469836.0,The East Mall,North Queen St,251,251,251,THE EAST MALL,NORTH QUEEN ST,6268,1056,The East Mall And North Queen St,,THE EAST MALL,NORTH QUEEN ST,,,,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2022-07-22T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.549415000337, 43.6204750002984]]}","(-79.549415000337, 43.6204750002984)"
252,13452047.0,Albion Rd,Martin Grove Rd,252,252,252,ALBION RD,MARTIN GROVE RD,6269,791,Albion Rd And Martin Grove Rd,,ALBION RD,MARTIN GROVE RD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-10-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5942099901989, 43.7419240050588]]}","(-79.5942099901989, 43.7419240050588)"
253,13454806.0,Islington Ave,Elmhurst Dr,253,253,253,ISLINGTON AVE,ELMHURST DR,6270,716,Islington Ave And Elmhurst Dr,,ISLINGTON AVE,ELMHURST DR,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-07-13T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5589219980633, 43.7231120089769]]}","(-79.5589219980633, 43.7231120089769)"
254,13452130.0,Pharmacy Ave,Surrey Ave,254,254,254,PHARMACY AVE,SURREY AVE,6271,688,Pharmacy Ave And Surrey Ave,,PHARMACY AVE,SURREY AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2022-09-16T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3022800057198, 43.7374140047454]]}","(-79.3022800057198, 43.7374140047454)"
255,13454472.0,Keele St,401 C W Keele St Ramp,255,255,255,KEELE ST,401 C W KEELE ST RAMP,6272,596,Keele St And 401 C W Keele St Ramp / Keele St S 401 C W Ramp,,KEELE ST,401 C W KEELE ST RAMP,KEELE ST S 401 C W RAMP,,,North York,York Centre(6),,,,31,,,2022-05-20T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4815900059419, 43.7244430094497]]}","(-79.4815900059419, 43.7244430094497)"
256,13465038.0,Jarvis St,Gerrard St E,256,256,256,JARVIS ST,GERRARD ST E,6273,9,Jarvis St And Gerrard St E,,JARVIS ST,GERRARD ST E,,,,Toronto and East York,Toronto Centre(13),,,,51,,,2022-07-22T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3758989989773, 43.660439005871]]}","(-79.3758989989773, 43.660439005871)"
257,13443760.0,Sheppard Ave E,Lapsley Rd,257,257,257,SHEPPARD AVE E,LAPSLEY RD,6274,1141,Sheppard Ave E And Lapsley Rd / Washburn Way,,SHEPPARD AVE E,LAPSLEY RD,WASHBURN WAY,,,Scarborough,Scarborough North(23),,,,42,,,2022-11-02T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2275419972452, 43.7961480019253]]}","(-79.2275419972452, 43.7961480019253)"
258,13441635.0,Steeles Ave E,Middlefield Rd,258,258,258,STEELES AVE E,MIDDLEFIELD RD,6275,1554,Steeles Ave E And Middlefield Rd,,STEELES AVE E,MIDDLEFIELD RD,,,,Scarborough,Scarborough North(23),,,,42,,,2022-06-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2679619999974, 43.8327040020182]]}","(-79.2679619999974, 43.8327040020182)"
259,13444794.0,Victoria Park Ave,Van Horne Ave,259,259,259,VICTORIA PARK AVE,VAN HORNE AVE,6276,994,Victoria Park Ave And Van Horne Ave / Ferncrest Gt,,VICTORIA PARK AVE,VAN HORNE AVE,FERNCREST GT,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42.0,,2022-07-22T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3295860000834, 43.7892510067454]]}","(-79.3295860000834, 43.7892510067454)"
260,14606950.0,Morningside Ave,Finch Ave E,260,260,260,MORNINGSIDE AVE,FINCH AVE E,6277,2046,Morningside Ave And Finch Ave E / Staines Rd,,MORNINGSIDE AVE,FINCH AVE E,STAINES RD,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2022-06-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2210720047449, 43.8196980057598]]}","(-79.2210720047449, 43.8196980057598)"
261,13444158.0,Finch Ave E,Pharmacy Ave,261,261,261,FINCH AVE E,PHARMACY AVE,6278,1092,Finch Ave E And Pharmacy Ave,,FINCH AVE E,PHARMACY AVE,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-09-16T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3259689918428, 43.7943310091859]]}","(-79.3259689918428, 43.7943310091859)"
262,13444318.0,Victoria Park Ave,Finch Ave E,262,262,262,VICTORIA PARK AVE,FINCH AVE E,6279,1015,Victoria Park Ave And Finch Ave E,,VICTORIA PARK AVE,FINCH AVE E,,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42.0,,2023-02-03T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3314120082939, 43.7931060034126]]}","(-79.3314120082939, 43.7931060034126)"
263,13443237.0,Sheppard Ave E,Breckon Gt,263,263,263,SHEPPARD AVE E,BRECKON GT,6280,1473,Sheppard Ave E And Breckon Gt / Brenyon Way,,SHEPPARD AVE E,BRECKON GT,BRENYON WAY,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2022-09-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.206898991275, 43.8004800051855]]}","(-79.206898991275, 43.8004800051855)"
264,13447128.0,Sheppard Ave E,Leslie St,264,264,264,SHEPPARD AVE E,LESLIE ST,6281,744,Sheppard Ave E And Leslie St,,SHEPPARD AVE E,LESLIE ST,,,,North York,Don Valley North(17),,,,33,,,2022-08-29T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3641360008942, 43.7716430115232]]}","(-79.3641360008942, 43.7716430115232)"
265,13456031.0,Dufferin St,Lawrence Ave W,265,265,265,DUFFERIN ST,LAWRENCE AVE W,6282,426,Dufferin St And Lawrence Ave W,,DUFFERIN ST,LAWRENCE AVE W,,,,North York,Eglinton-Lawrence(8),,,,32,13.0,,2022-09-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.4547510017973, 43.7140860038295]]}","(-79.4547510017973, 43.7140860038295)"
266,13464821.0,Church St,Carlton St,266,266,266,CHURCH ST,CARLTON ST,6283,23,Church St And Carlton St,,CHURCH ST,CARLTON ST,,,,Toronto and East York,Toronto Centre(13),,,,51,,,2022-12-22T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3793739983682, 43.6618750013235]]}","(-79.3793739983682, 43.6618750013235)"
267,13466247.0,Eglinton Ave W,Centennial Park Blvd,267,267,267,EGLINTON AVE W,CENTENNIAL PARK BLVD,6284,1484,Eglinton Ave W And Centennial Park Blvd / Orbitor Dr,,EGLINTON AVE W,CENTENNIAL PARK BLVD,ORBITOR DR,,,Etobicoke York,Etobicoke Centre(2),,,,22,,,2022-12-22T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5984100023943, 43.6558339950234]]}","(-79.5984100023943, 43.6558339950234)"
268,13456926.0,Jane St,Maple Leaf Dr,268,268,268,JANE ST,MAPLE LEAF DR,6286,530,Jane St And Maple Leaf Dr / Church St,,JANE ST,MAPLE LEAF DR,CHURCH ST,,,Etobicoke York,York South-Weston(5),,,,12,,,2022-09-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.505565998259, 43.7092450062612]]}","(-79.505565998259, 43.7092450062612)"
269,13458553.0,Caledonia Rd,Castlefield Ave,269,269,269,CALEDONIA RD,CASTLEFIELD AVE,6287,797,Caledonia Rd And Castlefield Ave,,CALEDONIA RD,CASTLEFIELD AVE,,,,North York,Eglinton-Lawrence(8),,,,13,,,2022-09-16T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.463522997534, 43.6984420020734]]}","(-79.463522997534, 43.6984420020734)"
270,13442514.0,Morningside Ave,Casebridge Crt,270,270,270,MORNINGSIDE AVE,CASEBRIDGE CRT,6288,1536,Morningside Ave And Casebridge Crt / Mclevin Ave,,MORNINGSIDE AVE,CASEBRIDGE CRT,MCLEVIN AVE,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2022-11-23T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2027240084107, 43.8089340028015]]}","(-79.2027240084107, 43.8089340028015)"
271,13450532.0,Kingston Rd,Scarborough Golf Club Rd,271,271,271,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,6289,1053,Kingston Rd And Scarborough Golf Club Rd,,KINGSTON RD,SCARBOROUGH GOLF CLUB RD,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2022-10-14T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2093490084318, 43.7460020041104]]}","(-79.2093490084318, 43.7460020041104)"
272,13456414.0,Don Mills Rd,Overlea Blvd,272,272,272,DON MILLS RD,OVERLEA BLVD,6290,620,Don Mills Rd And Overlea Blvd / Gateway Blvd,,DON MILLS RD,OVERLEA BLVD,GATEWAY BLVD,,,North York,Don Valley West(15),Don Valley East(16),,,54,,,2022-12-21T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3343940057242, 43.7099960039181]]}","(-79.3343940057242, 43.7099960039181)"
273,13446901.0,Kingston Rd,Morningside Ave,273,273,273,KINGSTON RD,MORNINGSIDE AVE,6291,143,Kingston Rd And Morningside Ave,,KINGSTON RD,MORNINGSIDE AVE,,,,Scarborough,Scarborough-Guildwood(24),Scarborough-Rouge Park(25),,,43,,,2023-02-28T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.1868649962557, 43.770612002503]]}","(-79.1868649962557, 43.770612002503)"
274,13443916.0,Pharmacy Ave,Huntingdale Blvd,274,274,274,PHARMACY AVE,HUNTINGDALE BLVD,6292,1240,Pharmacy Ave And Huntingdale Blvd / Chester Le Blvd,SOUTH INTERSECTION,PHARMACY AVE,HUNTINGDALE BLVD,CHESTER LE BLVD,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-12-05T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3271780062176, 43.7963399968045]]}","(-79.3271780062176, 43.7963399968045)"
275,13442540.0,Victoria Park Ave,Gordon Baker Rd,275,275,275,VICTORIA PARK AVE,GORDON BAKER RD,6293,1252,Victoria Park Ave And Gordon Baker Rd,,VICTORIA PARK AVE,GORDON BAKER RD,,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42.0,,2022-09-27T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.339209005151, 43.8106600078298]]}","(-79.339209005151, 43.8106600078298)"
276,13446592.0,Markham Rd,Brimorton Dr,276,276,276,MARKHAM RD,BRIMORTON DR,6294,703,Markham Rd And Brimorton Dr,,MARKHAM RD,BRIMORTON DR,,,,Scarborough,Scarborough-Guildwood(24),,,,43,,,2022-10-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.230680992998, 43.7734990034794]]}","(-79.230680992998, 43.7734990034794)"
277,,,,277,277,277,HIGHWAY 27,CARRIER DR,6295,1159,Highway 27 And Carrier Dr,,HIGHWAY 27,CARRIER DR,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-12-22T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.605448001438, 43.73912599952]]}","(-79.605448001438, 43.73912599952)"
278,13461140.0,Kipling Ave,The Westway,278,278,278,KIPLING AVE,THE WESTWAY,6297,730,Kipling Ave And The Westway,,KIPLING AVE,THE WESTWAY,,,,Etobicoke York,Etobicoke Centre(2),,,,23,,,2022-10-11T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5547029903606, 43.6856249985629]]}","(-79.5547029903606, 43.6856249985629)"
279,13447299.0,Kennedy Rd,Progress Ave,279,279,279,KENNEDY RD,PROGRESS AVE,6298,692,Kennedy Rd And Progress Ave / Glamorgan Ave,,KENNEDY RD,PROGRESS AVE,GLAMORGAN AVE,,,Scarborough,Scarborough Centre(21),,,,41,,,2022-11-14T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.282256997504, 43.7694210064092]]}","(-79.282256997504, 43.7694210064092)"
280,13445899.0,Victoria Park Ave,Old Sheppard Ave,280,280,280,VICTORIA PARK AVE,OLD SHEPPARD AVE,6299,1085,Victoria Park Ave And Old Sheppard Ave / Huntingwood Dr,,VICTORIA PARK AVE,OLD SHEPPARD AVE,HUNTINGWOOD DR,,,North York,Don Valley North(17),Scarborough-Agincourt(22),,,33,42.0,,2022-11-23T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3253949976674, 43.7803520068369]]}","(-79.3253949976674, 43.7803520068369)"
281,13453844.0,Victoria Park Ave,Craigton Dr,281,281,281,VICTORIA PARK AVE,CRAIGTON DR,6300,202,Victoria Park Ave And Craigton Dr / Jonesville Cres,,VICTORIA PARK AVE,CRAIGTON DR,JONESVILLE CRES,,,North York,Don Valley East(16),Scarborough Centre(21),,,33,41.0,,2022-12-21T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3034700097246, 43.7266860061041]]}","(-79.3034700097246, 43.7266860061041)"
282,13443970.0,Finch Ave E,Bridletowne Crcl,282,282,282,FINCH AVE E,BRIDLETOWNE CRCL,6301,1186,Finch Ave E And Bridletowne Crcl,WEST INTERSECTION,FINCH AVE E,BRIDLETOWNE CRCL,,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-11-29T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3193119986441, 43.7958510059553]]}","(-79.3193119986441, 43.7958510059553)"
283,13448285.0,Steeles Ave W,Fenmar Dr,283,283,283,STEELES AVE W,FENMAR DR,6302,1209,Steeles Ave W And Fenmar Dr / Pine Valley Dr,,STEELES AVE W,FENMAR DR,PINE VALLEY DR,,,Etobicoke York,Humber River-Black Creek(7),,,,31,,,2023-01-18T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5647840098085, 43.7665450031896]]}","(-79.5647840098085, 43.7665450031896)"
284,13449013.0,Victoria Park Ave,Ellesmere Rd,284,284,284,VICTORIA PARK AVE,ELLESMERE RD,6303,517,Victoria Park Ave And Ellesmere Rd / Parkwoods Village Dr,,VICTORIA PARK AVE,ELLESMERE RD,PARKWOODS VILLAGE DR,,,North York,Don Valley East(16),Scarborough Centre(21),,,33,41.0,,2022-11-29T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3152450009711, 43.7578689999837]]}","(-79.3152450009711, 43.7578689999837)"
285,13442585.0,Finch Ave E,Sandhurst Crcl,285,285,285,FINCH AVE E,SANDHURST CRCL,6304,1177,Finch Ave E And Sandhurst Crcl,WEST INTERSECTION,FINCH AVE E,SANDHURST CRCL,,,,Scarborough,Scarborough North(23),,,,42,,,2022-11-29T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2703919992287, 43.807186003862]]}","(-79.2703919992287, 43.807186003862)"
286,13453266.0,Finch Ave W,Humber College Blvd,286,286,286,FINCH AVE W,HUMBER COLLEGE BLVD,6305,1496,Finch Ave W And Humber College Blvd,,FINCH AVE W,HUMBER COLLEGE BLVD,,,,Etobicoke York,Etobicoke North(1),,,,23,,,2022-11-02T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.6099130003417, 43.7340969947115]]}","(-79.6099130003417, 43.7340969947115)"
287,13445956.0,Sheppard Ave E,Aragon Ave,287,287,287,SHEPPARD AVE E,ARAGON AVE,6306,1333,Sheppard Ave E And Aragon Ave / Bay Mills Blvd,,SHEPPARD AVE E,ARAGON AVE,BAY MILLS BLVD,,,Scarborough,Scarborough-Agincourt(22),,,,42,,,2022-11-23T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3043920041289, 43.7795620020682]]}","(-79.3043920041289, 43.7795620020682)"
288,13448838.0,Ellesmere Rd,Pharmacy Ave,288,288,288,ELLESMERE RD,PHARMACY AVE,6307,693,Ellesmere Rd And Pharmacy Ave,,ELLESMERE RD,PHARMACY AVE,,,,Scarborough,Scarborough Centre(21),,,,41,,,2022-11-14T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3101879905761, 43.7590310032194]]}","(-79.3101879905761, 43.7590310032194)"
289,13441926.0,Middlefield Rd,McNicoll Ave,289,289,289,MIDDLEFIELD RD,MCNICOLL AVE,6308,1582,Middlefield Rd And Mcnicoll Ave,,MIDDLEFIELD RD,MCNICOLL AVE,,,,Scarborough,Scarborough North(23),,,,42,,,2022-11-14T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.2620949976793, 43.8201199964002]]}","(-79.2620949976793, 43.8201199964002)"
290,13442521.0,Sheppard Ave E,Meadowvale Rd,290,290,290,SHEPPARD AVE E,MEADOWVALE RD,6309,1220,Sheppard Ave E And Meadowvale Rd,,SHEPPARD AVE E,MEADOWVALE RD,,,,Scarborough,Scarborough-Rouge Park(25),,,,42,,,2022-11-14T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.1708110019805, 43.8083760054367]]}","(-79.1708110019805, 43.8083760054367)"
291,13468047.0,Harbour St,York St,291,291,291,HARBOUR ST,YORK ST,6310,204,Harbour St And York St,,HARBOUR ST,YORK ST,,,,Toronto and East York,Spadina-Fort York(10),,,,52,,,2022-10-22T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3806910080995, 43.6410039969531]]}","(-79.3806910080995, 43.6410039969531)"
292,13459689.0,Coxwell Ave,Mortimer Ave,292,292,292,COXWELL AVE,MORTIMER AVE,6311,661,Coxwell Ave And Mortimer Ave,,COXWELL AVE,MORTIMER AVE,,,,Toronto and East York,Toronto-Danforth(14),Beaches-East York(19),,,55,,,2022-12-21T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3265740019167, 43.69058700737]]}","(-79.3265740019167, 43.69058700737)"
293,13450472.0,Victoria Park Ave,Curlew Dr,293,293,293,VICTORIA PARK AVE,CURLEW DR,6312,516,Victoria Park Ave And Curlew Dr / Lynvalley Cres,,VICTORIA PARK AVE,CURLEW DR,LYNVALLEY CRES,,,North York,Don Valley East(16),Scarborough Centre(21),,,33,41.0,,2022-11-23T05:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3118170119237, 43.7479620006979]]}","(-79.3118170119237, 43.7479620006979)"
294,13446349.0,Don Mills Rd,Leith Hill Rd,294,294,294,DON MILLS RD,LEITH HILL RD,6313,1046,Don Mills Rd And Leith Hill Rd / Private Access @ West Entrance To Fairview Mall,,DON MILLS RD,LEITH HILL RD,PRIVATE ACCESS,,WEST ENTRANCE TO FAIRVIEW MALL,North York,Don Valley North(17),,,,33,,,2022-11-02T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.3478970108475, 43.7771279992792]]}","(-79.3478970108475, 43.7771279992792)"
295,13449368.0,Don Mills Rd,York Mills Rd,295,295,295,DON MILLS RD,YORK MILLS RD,6314,626,Don Mills Rd And York Mills Rd,,DON MILLS RD,YORK MILLS RD,,,,North York,Don Valley East(16),,,,33,,,2023-04-26T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.347045002303, 43.7558110055382]]}","(-79.347045002303, 43.7558110055382)"
296,14257757.0,The Queensway,427 C S Queensway Ramp,296,296,296,THE QUEENSWAY,427 C S QUEENSWAY RAMP,6315,887,The Queensway And 427 C S Queensway Ramp / Sherway Gardens Rd @ Sherway Plaza,HWY 427 S/B OFF RAMP,THE QUEENSWAY,427 C S QUEENSWAY RAMP,SHERWAY GARDENS RD,,SHERWAY PLAZA,Etobicoke York,Etobicoke-Lakeshore(3),,,,22,,,2024-04-05T04:00:00,"{'type': 'MultiPoint', 'coordinates': [[-79.5522650039319, 43.6150680064914]]}","(-79.5522650039319, 43.6150680064914)"
